"Year","Group","Type","Stdev","SE","Value","Scale"
1992,"eelpouts",NA,3782.69725470926,224.858011898934,39180.6491023958,1.87581363416382e-06
1993,"eelpouts",NA,6399.53783058516,330.470712550409,57334.7817550368,1.87581363416382e-06
1994,"eelpouts",NA,7088.31679489874,397.493067796218,54111.1059774719,1.87581363416382e-06
1995,"eelpouts",NA,3731.50640799589,209.252488642012,33893.3347433398,1.87581363416382e-06
1996,"eelpouts",NA,5365.19779773092,317.250796473162,37234.5120711382,1.87581363416382e-06
1997,"eelpouts",NA,3296.53666654801,194.588406803575,29440.8861692027,1.87581363416382e-06
1998,"eelpouts",NA,4396.6804447386,227.043601880912,39513.1585832461,1.87581363416382e-06
1999,"eelpouts",NA,2362.29461476593,132.679684092278,22136.3355223463,1.87581363416382e-06
2000,"eelpouts",NA,3146.00407519128,163.112712869921,31442.7428091127,1.87581363416382e-06
2001,"eelpouts",NA,3732.96926267544,209.664442107294,37623.0379915333,1.87581363416382e-06
2002,"eelpouts",NA,2868.12026572959,148.109093654543,25723.7591305649,1.87581363416382e-06
2003,"eelpouts",NA,4431.80659518217,228.552974079037,44328.9006399983,1.87581363416382e-06
2004,"eelpouts",NA,5761.38416497938,310.633016000052,53721.7624641402,1.87581363416382e-06
2005,"eelpouts",NA,8667.34351032538,488.349482996339,65181.5295654042,1.87581363416382e-06
2006,"eelpouts",NA,6380.73772033843,357.814003613054,54480.0313494848,1.87581363416382e-06
2007,"eelpouts",NA,4861.40864082041,286.95987878362,38800.1922036771,1.87581363416382e-06
2008,"eelpouts",NA,3885.30559508197,217.877118785999,25033.5189834014,1.87581363416382e-06
2009,"eelpouts",NA,2930.0120199554,164.306915194597,19212.9528508233,1.87581363416382e-06
2010,"eelpouts",NA,4916.99282717214,275.731265934845,30418.8033238931,1.87581363416382e-06
2011,"eelpouts",NA,3732.22764757335,220.306432244252,41233.758463143,1.87581363416382e-06
2012,"eelpouts",NA,2623.79547134171,141.260399647255,24973.1768667375,1.87581363416382e-06
2013,"eelpouts",NA,3801.42351930013,196.043449191701,24834.6826787438,1.87581363416382e-06
2014,"eelpouts",NA,6280.34681939405,338.122506621032,36761.0755246031,1.87581363416382e-06
2015,"eelpouts",NA,4823.12067569666,248.73345690918,40184.1487024462,1.87581363416382e-06
2016,"eelpouts",NA,8605.50511233138,482.572763889217,50889.5181430567,1.87581363416382e-06
2017,"eelpouts",NA,5054.51585779197,298.358637388091,46230.4890116053,1.87581363416382e-06
2018,"eelpouts",NA,4375.72975802022,235.581371001545,39602.4815524283,1.87581363416382e-06
2019,"eelpouts",NA,7096.50976601264,397.952506802214,35663.9853410492,1.87581363416382e-06
2021,"eelpouts",NA,4139.64230061058,213.485751038069,38023.4519892726,1.87581363416382e-06
2022,"eelpouts",NA,7060.29265793463,380.113379026615,45905.2840490182,1.87581363416382e-06
2023,"eelpouts",NA,6006.6875825387,323.389188575635,55681.9736474594,1.87581363416382e-06
1982,"fh_sole",NA,18117.293357845,991.334186288779,213512.982617371,1.87581363416382e-06
1983,"fh_sole",NA,26865.686133632,1429.91619183366,251785.38396043,1.87581363416382e-06
1984,"fh_sole",NA,23505.2547560148,1247.52939071213,270583.333723726,1.87581363416382e-06
1985,"fh_sole",NA,23247.1682058129,1228.65101752911,274542.011362819,1.87581363416382e-06
1986,"fh_sole",NA,31006.3813175824,1647.97057390639,342938.198323624,1.87581363416382e-06
1987,"fh_sole",NA,36469.6430570188,1922.11895855876,380581.718615326,1.87581363416382e-06
1988,"fh_sole",NA,46346.5009781958,2399.73085673732,539095.695342461,1.87581363416382e-06
1989,"fh_sole",NA,43770.0124864329,2266.32533948757,506985.485448538,1.87581363416382e-06
1990,"fh_sole",NA,53107.8295631986,2757.22112973517,577240.570433717,1.87581363416382e-06
1991,"fh_sole",NA,41838.6912676368,2169.23509076395,519266.613451976,1.87581363416382e-06
1992,"fh_sole",NA,65185.9139761187,3454.84653104814,605697.748042597,1.87581363416382e-06
1993,"fh_sole",NA,43308.8248055529,2236.45809620961,589787.236789471,1.87581363416382e-06
1994,"fh_sole",NA,47608.5649911475,2455.22427178811,666041.927812689,1.87581363416382e-06
1995,"fh_sole",NA,52247.109641882,2694.43894701249,579536.282538261,1.87581363416382e-06
1996,"fh_sole",NA,55470.7029922809,2864.49478522029,607165.188265425,1.87581363416382e-06
1997,"fh_sole",NA,164959.454290254,8507.13429631121,772072.209143331,1.87581363416382e-06
1998,"fh_sole",NA,140062.200720953,7232.78094433884,680655.786766098,1.87581363416382e-06
1999,"fh_sole",NA,34037.8335797034,1762.41221696827,387109.283605234,1.87581363416382e-06
2000,"fh_sole",NA,34087.6662259053,1767.36316311788,388122.014646978,1.87581363416382e-06
2001,"fh_sole",NA,53783.4652617046,2777.36620346543,507038.708658008,1.87581363416382e-06
2002,"fh_sole",NA,97746.7525709471,5047.6205980418,549406.109892909,1.87581363416382e-06
2003,"fh_sole",NA,54028.0814216663,2786.28555364533,516797.969522949,1.87581363416382e-06
2004,"fh_sole",NA,51660.5378178521,2667.73870166213,612120.349017913,1.87581363416382e-06
2005,"fh_sole",NA,53125.1034397727,2750.71358788793,622172.900210963,1.87581363416382e-06
2006,"fh_sole",NA,56838.6776404921,2931.23098638291,624541.96658749,1.87581363416382e-06
2007,"fh_sole",NA,51688.1402836532,2665.61230340824,554244.590933767,1.87581363416382e-06
2008,"fh_sole",NA,77488.2876786998,4001.47796940978,537409.052848301,1.87581363416382e-06
2009,"fh_sole",NA,49952.6822213041,2576.11288753335,415108.328757598,1.87581363416382e-06
2010,"fh_sole",NA,72696.1394661565,3749.01713831931,487415.151238452,1.87581363416382e-06
2011,"fh_sole",NA,115708.766308922,5967.22399747081,592464.789583661,1.87581363416382e-06
2012,"fh_sole",NA,44009.0229012636,2269.59206237265,379279.421156118,1.87581363416382e-06
2013,"fh_sole",NA,84634.9174023501,4364.7125992071,484714.678120814,1.87581363416382e-06
2014,"fh_sole",NA,63428.9903239141,3271.10041244142,498805.144062433,1.87581363416382e-06
2015,"fh_sole",NA,43098.0515445694,2222.61230177127,383612.997809114,1.87581363416382e-06
2016,"fh_sole",NA,31320.8984329264,1615.2520047817,437848.404400889,1.87581363416382e-06
2017,"fh_sole",NA,40605.6959649631,2094.0788768694,532336.770681603,1.87581363416382e-06
2018,"fh_sole",NA,37177.2379249857,1917.26965365242,490042.924098565,1.87581363416382e-06
2019,"fh_sole",NA,87499.550720254,4512.44478254844,613752.112178597,1.87581363416382e-06
2021,"fh_sole",NA,75866.2118147512,3912.50113694521,672531.66245489,1.87581363416382e-06
2022,"fh_sole",NA,129874.441373348,6697.76290892316,702256.236405265,1.87581363416382e-06
2023,"fh_sole",NA,97164.4454647174,5010.87367166317,596165.31189199,1.87581363416382e-06
1982,"gr_turbot_adu",NA,4373.53860325112,239.309385062153,50937.0528428417,1.87581363416382e-06
1983,"gr_turbot_adu",NA,2580.24861121864,150.227882217579,23134.9246048795,1.87581363416382e-06
1984,"gr_turbot_adu",NA,2298.69659164459,140.94213098773,16756.1791737498,1.87581363416382e-06
1985,"gr_turbot_adu",NA,1571.93146043259,90.7555051828397,9432.91982972819,1.87581363416382e-06
1986,"gr_turbot_adu",NA,1140.33865676668,75.8541991101288,5316.54641720398,1.87581363416382e-06
1987,"gr_turbot_adu",NA,2394.7143667894,186.428260611398,12329.9862796145,1.87581363416382e-06
1988,"gr_turbot_adu",NA,2970.06207404371,221.992862179187,13433.2779967403,1.87581363416382e-06
1989,"gr_turbot_adu",NA,2401.14498359295,173.287712830089,13219.2764545219,1.87581363416382e-06
1990,"gr_turbot_adu",NA,4193.4436841391,305.028144525427,16340.1116049033,1.87581363416382e-06
1991,"gr_turbot_adu",NA,2662.45867909298,166.079609360806,12625.6874271982,1.87581363416382e-06
1992,"gr_turbot_adu",NA,5931.19432482323,352.572906120265,28801.8069999287,1.87581363416382e-06
1993,"gr_turbot_adu",NA,4607.78386648235,312.796750606414,35902.6863867007,1.87581363416382e-06
1994,"gr_turbot_adu",NA,11038.0477525754,651.555357533636,57101.2983523844,1.87581363416382e-06
1995,"gr_turbot_adu",NA,7110.88238225067,419.742115345167,37776.4372686443,1.87581363416382e-06
1996,"gr_turbot_adu",NA,5385.0355930518,343.337329314705,40906.1275039655,1.87581363416382e-06
1997,"gr_turbot_adu",NA,5929.71632936518,367.040226358485,35107.1045253672,1.87581363416382e-06
1998,"gr_turbot_adu",NA,4080.40378929817,241.279334125283,35101.3472295997,1.87581363416382e-06
1999,"gr_turbot_adu",NA,3853.94779875197,259.244583370242,21592.3126396274,1.87581363416382e-06
2000,"gr_turbot_adu",NA,4150.62713675531,250.292233768809,23564.0500291577,1.87581363416382e-06
2001,"gr_turbot_adu",NA,4387.52331593371,258.987312510344,27368.2878596131,1.87581363416382e-06
2002,"gr_turbot_adu",NA,4574.20444225575,256.912917033478,24068.4952725223,1.87581363416382e-06
2003,"gr_turbot_adu",NA,4754.16655277533,294.84089328319,31059.6132454256,1.87581363416382e-06
2004,"gr_turbot_adu",NA,4028.33851758047,250.30877620426,28377.376811672,1.87581363416382e-06
2005,"gr_turbot_adu",NA,3025.67242284845,204.455995091123,21359.3637242314,1.87581363416382e-06
2006,"gr_turbot_adu",NA,3098.16328871824,223.590676091861,21020.703581462,1.87581363416382e-06
2007,"gr_turbot_adu",NA,2626.59678513644,162.582259423556,16762.3151920681,1.87581363416382e-06
2008,"gr_turbot_adu",NA,2767.78626426738,171.321668781643,13553.270717909,1.87581363416382e-06
2009,"gr_turbot_adu",NA,1983.5360621523,122.77779994925,11010.8585157326,1.87581363416382e-06
2010,"gr_turbot_adu",NA,3976.0032439157,222.613443980458,23531.6402993214,1.87581363416382e-06
2011,"gr_turbot_adu",NA,2845.53612468565,146.747320799885,26328.2259192581,1.87581363416382e-06
2012,"gr_turbot_adu",NA,2859.0608049636,176.97142101549,21928.7049939926,1.87581363416382e-06
2013,"gr_turbot_adu",NA,3849.73429209628,227.242630157226,25048.7875857286,1.87581363416382e-06
2014,"gr_turbot_adu",NA,3656.9684222497,215.864020636456,28189.7706424882,1.87581363416382e-06
2015,"gr_turbot_adu",NA,3399.62573558301,210.431550214832,25445.0439660744,1.87581363416382e-06
2016,"gr_turbot_adu",NA,3247.71837225962,201.028720480191,22598.2445317591,1.87581363416382e-06
2017,"gr_turbot_adu",NA,2504.65330316144,202.489218127192,21574.9271919483,1.87581363416382e-06
2018,"gr_turbot_adu",NA,1860.47081774441,150.410150881166,18020.7449738041,1.87581363416382e-06
2019,"gr_turbot_adu",NA,1709.54407989212,114.737086087489,16057.6101853325,1.87581363416382e-06
2021,"gr_turbot_adu",NA,1757.74783079297,142.105489599211,10794.6140738966,1.87581363416382e-06
2022,"gr_turbot_adu",NA,1245.4622167891,89.8834932660867,7945.7028930049,1.87581363416382e-06
2023,"gr_turbot_adu",NA,1004.80984897173,67.4384214476069,5910.44874702927,1.87581363416382e-06
1982,"halibut_adu",NA,6622.17415769753,365.092279523979,61811.5426604973,1.87581363416382e-06
1983,"halibut_adu",NA,8906.40502757714,474.040108136985,79036.7559598287,1.87581363416382e-06
1984,"halibut_adu",NA,10935.8319352384,580.413694414742,93749.5036319463,1.87581363416382e-06
1985,"halibut_adu",NA,7215.99848109507,384.068845926399,72744.5486591006,1.87581363416382e-06
1986,"halibut_adu",NA,7253.70722107942,385.53018908055,85750.3896944658,1.87581363416382e-06
1987,"halibut_adu",NA,8386.96042861116,442.031626668555,85503.1596832921,1.87581363416382e-06
1988,"halibut_adu",NA,9303.93131120817,481.739302541408,106290.620293141,1.87581363416382e-06
1989,"halibut_adu",NA,8177.62651769849,423.421450923054,81143.4534467483,1.87581363416382e-06
1990,"halibut_adu",NA,6943.65368880802,360.496537437331,85651.7379398606,1.87581363416382e-06
1991,"halibut_adu",NA,9344.38834300337,484.483966424829,98640.3307108674,1.87581363416382e-06
1992,"halibut_adu",NA,8361.43481710451,443.155158997107,98115.0633978765,1.87581363416382e-06
1993,"halibut_adu",NA,14792.6462537198,763.888967826589,162279.453533298,1.87581363416382e-06
1994,"halibut_adu",NA,10524.9698638422,542.783876690019,162104.109764286,1.87581363416382e-06
1995,"halibut_adu",NA,10667.2935611911,550.123660954607,154414.558772912,1.87581363416382e-06
1996,"halibut_adu",NA,10974.4400676105,566.717648210758,164606.99117822,1.87581363416382e-06
1997,"halibut_adu",NA,10780.9653865816,555.985837745044,140440.605285096,1.87581363416382e-06
1998,"halibut_adu",NA,11239.651208701,580.413092646386,164246.100655879,1.87581363416382e-06
1999,"halibut_adu",NA,10216.8352410182,529.007676277594,130842.543444439,1.87581363416382e-06
2000,"halibut_adu",NA,8832.88492230042,457.963749476912,118948.30272261,1.87581363416382e-06
2001,"halibut_adu",NA,8942.51927923608,461.789709888268,141547.763415097,1.87581363416382e-06
2002,"halibut_adu",NA,7083.7499119446,365.803272502129,102128.0424308,1.87581363416382e-06
2003,"halibut_adu",NA,17248.103891024,889.503040544054,137482.097366187,1.87581363416382e-06
2004,"halibut_adu",NA,9199.35992388363,475.052903746256,130232.175724991,1.87581363416382e-06
2005,"halibut_adu",NA,10115.3078000428,523.750784650998,133039.084454844,1.87581363416382e-06
2006,"halibut_adu",NA,9211.43089842974,475.043276854258,157175.837330445,1.87581363416382e-06
2007,"halibut_adu",NA,10269.3333376075,529.600429466107,146093.657863733,1.87581363416382e-06
2008,"halibut_adu",NA,7762.87155029246,400.872963107067,140641.079290734,1.87581363416382e-06
2009,"halibut_adu",NA,11993.7776663016,618.531855396382,168561.984398393,1.87581363416382e-06
2010,"halibut_adu",NA,13569.2147341559,699.778818592815,198321.386422108,1.87581363416382e-06
2011,"halibut_adu",NA,9993.57942293586,515.379507149537,186778.286711578,1.87581363416382e-06
2012,"halibut_adu",NA,10301.6250571929,531.265747749036,189281.809615822,1.87581363416382e-06
2013,"halibut_adu",NA,11307.7932931638,583.154912543592,184357.497884546,1.87581363416382e-06
2014,"halibut_adu",NA,9534.50233522807,491.704414052915,171064.244123553,1.87581363416382e-06
2015,"halibut_adu",NA,13352.0701049845,688.580439390896,172176.144019464,1.87581363416382e-06
2016,"halibut_adu",NA,12359.5038524089,637.392743329599,153904.980583481,1.87581363416382e-06
2017,"halibut_adu",NA,8152.79228459144,420.448158933119,127051.140060324,1.87581363416382e-06
2018,"halibut_adu",NA,8152.6898769552,432.091699296091,125602.475977758,1.87581363416382e-06
2019,"halibut_adu",NA,7299.52904179914,376.444467069736,113929.923858629,1.87581363416382e-06
2021,"halibut_adu",NA,9980.67389154463,514.713955185978,132135.539901371,1.87581363416382e-06
2022,"halibut_adu",NA,19516.1050627986,1006.46627029946,149090.72546054,1.87581363416382e-06
2023,"halibut_adu",NA,26309.9818017375,1356.83371094971,170115.191868548,1.87581363416382e-06
1982,"herb_echinoderms",NA,30051.44135833,1644.34171138843,145830.78807044,1.87581363416382e-06
1983,"herb_echinoderms",NA,30506.8714007856,1623.71692876891,124803.05157297,1.87581363416382e-06
1984,"herb_echinoderms",NA,35652.6729719917,1892.24740815141,158767.364829081,1.87581363416382e-06
1985,"herb_echinoderms",NA,25622.6369331447,1354.19844090151,107235.697575464,1.87581363416382e-06
1986,"herb_echinoderms",NA,18420.0180558232,979.012914016111,95429.3497536151,1.87581363416382e-06
1987,"herb_echinoderms",NA,38644.75770082,2036.75756599872,183794.580561309,1.87581363416382e-06
1988,"herb_echinoderms",NA,29425.4359731273,1523.59132161633,214399.735248089,1.87581363416382e-06
1989,"herb_echinoderms",NA,45486.994806485,2355.22731411215,204351.432569274,1.87581363416382e-06
1990,"herb_echinoderms",NA,37376.596191176,1940.496187163,242499.346619271,1.87581363416382e-06
1991,"herb_echinoderms",NA,22681.3989958201,1175.97575637863,179854.363567494,1.87581363416382e-06
1992,"herb_echinoderms",NA,25878.1574761315,1371.53960315851,192355.996714744,1.87581363416382e-06
1993,"herb_echinoderms",NA,19806.4660987797,1022.80151130394,181197.781081346,1.87581363416382e-06
1994,"herb_echinoderms",NA,21104.1363016104,1088.36272827112,182731.303588074,1.87581363416382e-06
1995,"herb_echinoderms",NA,25575.4697620722,1318.95414478253,209400.422470784,1.87581363416382e-06
1996,"herb_echinoderms",NA,29359.1735287884,1516.10120180548,196463.325963895,1.87581363416382e-06
1997,"herb_echinoderms",NA,40152.894980776,2070.72744909852,245701.556171585,1.87581363416382e-06
1998,"herb_echinoderms",NA,54080.7009372548,2792.71538774949,256147.355515255,1.87581363416382e-06
1999,"herb_echinoderms",NA,61893.3192039749,3204.71459085007,280577.709654731,1.87581363416382e-06
2000,"herb_echinoderms",NA,30903.0232936733,1602.24711883342,231193.998047976,1.87581363416382e-06
2001,"herb_echinoderms",NA,39237.3780401656,2026.20948931208,287505.08334744,1.87581363416382e-06
2002,"herb_echinoderms",NA,37208.7476907496,1921.45146852676,279423.451971461,1.87581363416382e-06
2003,"herb_echinoderms",NA,36805.8635864675,1898.11748449927,282201.019281623,1.87581363416382e-06
2004,"herb_echinoderms",NA,38154.5935099344,1970.29473660386,305358.065088151,1.87581363416382e-06
2005,"herb_echinoderms",NA,44651.559513289,2311.97011433275,335231.41106937,1.87581363416382e-06
2006,"herb_echinoderms",NA,46216.4848773506,2383.43322149488,340891.858924325,1.87581363416382e-06
2007,"herb_echinoderms",NA,46252.8408089149,2385.30813550703,328661.899928697,1.87581363416382e-06
2008,"herb_echinoderms",NA,46451.0408628815,2398.7214356792,308338.847377179,1.87581363416382e-06
2009,"herb_echinoderms",NA,47255.6473850136,2437.02393593084,300466.581833612,1.87581363416382e-06
2010,"herb_echinoderms",NA,68824.2525439308,3549.33981658455,378397.416294562,1.87581363416382e-06
2011,"herb_echinoderms",NA,57182.2574568384,2948.94976250117,398654.863762495,1.87581363416382e-06
2012,"herb_echinoderms",NA,65496.989145898,3377.74930855304,407169.772112703,1.87581363416382e-06
2013,"herb_echinoderms",NA,64539.9885904273,3328.39577327334,436551.875525516,1.87581363416382e-06
2014,"herb_echinoderms",NA,44488.9149623777,2294.34060575985,366425.386269998,1.87581363416382e-06
2015,"herb_echinoderms",NA,47322.0959677996,2440.4507599343,410746.086855534,1.87581363416382e-06
2016,"herb_echinoderms",NA,60468.6761112355,3118.43386371349,508003.068112951,1.87581363416382e-06
2017,"herb_echinoderms",NA,60845.6223707352,3137.87338275078,472637.809394659,1.87581363416382e-06
2018,"herb_echinoderms",NA,60802.1131476423,3135.62956589547,472710.352606587,1.87581363416382e-06
2019,"herb_echinoderms",NA,56108.7578876163,2893.58824932391,449802.258397119,1.87581363416382e-06
2021,"herb_echinoderms",NA,55118.3514996588,2842.51193977541,439303.541711448,1.87581363416382e-06
2022,"herb_echinoderms",NA,51918.7672495928,2677.50598103976,375300.689846732,1.87581363416382e-06
2023,"herb_echinoderms",NA,48594.7703851486,2506.08393161549,340045.958326668,1.87581363416382e-06
1982,"herring",NA,604.774286885267,34.5726448437977,2426.29154620426,1.87581363416382e-06
1983,"herring",NA,20102.8848358792,1109.99612546652,75944.8781520957,1.87581363416382e-06
1984,"herring",NA,6170.70637119663,327.507088922425,16647.5663757233,1.87581363416382e-06
1985,"herring",NA,18814.4753461162,994.375920268074,52049.6870874733,1.87581363416382e-06
1986,"herring",NA,1723.15416604883,95.1452721095009,8057.29633059882,1.87581363416382e-06
1987,"herring",NA,3153.52605594698,183.294978860473,8794.89956439502,1.87581363416382e-06
1988,"herring",NA,129953.431920746,6986.33978196558,150562.296307673,1.87581363416382e-06
1989,"herring",NA,3420.38238993696,183.615747233865,7844.45052242037,1.87581363416382e-06
1990,"herring",NA,941.465761112066,50.6868127190153,4341.24906297567,1.87581363416382e-06
1991,"herring",NA,16101.9454335946,834.846980291137,33314.237009186,1.87581363416382e-06
1992,"herring",NA,3867.27165591649,204.964987834008,9192.75482817816,1.87581363416382e-06
1993,"herring",NA,81553.0895607124,4359.19599955823,143885.696976826,1.87581363416382e-06
1994,"herring",NA,15349.9435962244,820.488997762518,35072.1318834791,1.87581363416382e-06
1995,"herring",NA,27816.5706999346,1434.53010089862,54363.8736369249,1.87581363416382e-06
1996,"herring",NA,6405.658290298,429.919634916541,24246.2074713769,1.87581363416382e-06
1997,"herring",NA,14695.6000767775,757.867707285532,36006.4173295135,1.87581363416382e-06
1998,"herring",NA,4984.82322195602,266.831469482992,15663.1738767664,1.87581363416382e-06
1999,"herring",NA,7433.46344686815,438.021034248567,22977.7544206915,1.87581363416382e-06
2000,"herring",NA,17671.1541479783,1167.74273524932,31785.7328640301,1.87581363416382e-06
2001,"herring",NA,35183.8085674437,2225.21943664936,49188.3549589516,1.87581363416382e-06
2002,"herring",NA,3537.21649313642,223.267125301295,12290.6404308646,1.87581363416382e-06
2003,"herring",NA,19450.8260753316,1039.69038662314,49834.7472066643,1.87581363416382e-06
2004,"herring",NA,17748.3316873237,950.046413710499,90252.6012610807,1.87581363416382e-06
2005,"herring",NA,23822.6660730522,1278.86772104067,121708.64008892,1.87581363416382e-06
2006,"herring",NA,5668.05182231484,302.970113851169,28437.99498124,1.87581363416382e-06
2007,"herring",NA,8154.31541467613,435.866492934394,27855.7400640084,1.87581363416382e-06
2008,"herring",NA,51152.2067706933,2738.11485225872,81806.3485402504,1.87581363416382e-06
2009,"herring",NA,558.789872392855,34.0068686683333,2441.25916029677,1.87581363416382e-06
2010,"herring",NA,25698.1029453934,1373.62138159583,34199.2292684288,1.87581363416382e-06
2011,"herring",NA,6832.13490076685,365.192971698433,16452.8148098245,1.87581363416382e-06
2012,"herring",NA,57272.3779106744,3061.33736953691,170135.412568063,1.87581363416382e-06
2013,"herring",NA,23877.3872212578,1276.30003247544,106623.358573081,1.87581363416382e-06
2014,"herring",NA,4076.11331589215,217.877421396221,8702.31844545004,1.87581363416382e-06
2015,"herring",NA,4772.31834235152,255.091145395662,21574.7577962222,1.87581363416382e-06
2016,"herring",NA,3035.33433014158,172.118019180103,12615.3788492291,1.87581363416382e-06
2017,"herring",NA,16413.7744307557,846.475783959037,58707.0418128595,1.87581363416382e-06
2018,"herring",NA,23371.5525380513,1249.26203134821,101299.633082558,1.87581363416382e-06
2019,"herring",NA,24948.893633345,1465.04947960219,76748.2073692026,1.87581363416382e-06
2021,"herring",NA,14747.5318223683,760.545882573416,67405.5280047309,1.87581363416382e-06
2022,"herring",NA,56092.9077873744,2998.29203954656,227508.085663411,1.87581363416382e-06
2023,"herring",NA,10632.2708130826,568.318780370738,54525.795304769,1.87581363416382e-06
1982,"hybrid_chion",NA,3419.87527277958,205.480390566765,10696.7333175684,1.87581363416382e-06
1983,"hybrid_chion",NA,227.642884755953,12.6468269308863,672.150842361471,1.87581363416382e-06
1984,"hybrid_chion",NA,422.321786403135,24.5055955453602,1603.44564363742,1.87581363416382e-06
1985,"hybrid_chion",NA,129.050025201169,7.81046283433502,357.596611833979,1.87581363416382e-06
1986,"hybrid_chion",NA,88.1114181333877,5.36229014282513,365.99150250725,1.87581363416382e-06
1987,"hybrid_chion",NA,603.729993633146,34.1794803307537,2744.33473958822,1.87581363416382e-06
1988,"hybrid_chion",NA,2910.97663846307,154.935653185386,11380.1509863011,1.87581363416382e-06
1989,"hybrid_chion",NA,493.623571946609,27.4659502561191,1742.25880334123,1.87581363416382e-06
1990,"hybrid_chion",NA,499.102016124346,25.9120855826703,3215.84962581569,1.87581363416382e-06
1991,"hybrid_chion",NA,1702.95486638782,90.8970062560235,9313.73212608863,1.87581363416382e-06
1992,"hybrid_chion",NA,998.630766974772,59.7864601719113,5368.15891799974,1.87581363416382e-06
1993,"hybrid_chion",NA,156.255583900617,8.06900365598675,599.479579176742,1.87581363416382e-06
1994,"hybrid_chion",NA,400.189329049302,21.2398442399617,1677.73948871016,1.87581363416382e-06
1995,"hybrid_chion",NA,375.661810248124,28.4788483396412,590.139009818966,1.87581363416382e-06
1996,"hybrid_chion",NA,140.802929833851,8.63318153958755,408.660634171946,1.87581363416382e-06
1997,"hybrid_chion",NA,57.2685724995311,3.50477971981081,268.575790240282,1.87581363416382e-06
1998,"hybrid_chion",NA,93.9237098063726,5.46844980475184,374.281486724352,1.87581363416382e-06
1999,"hybrid_chion",NA,44.8563722622673,2.65241289577795,166.295757659731,1.87581363416382e-06
2000,"hybrid_chion",NA,47.1975401129503,2.74794702580965,197.592193701912,1.87581363416382e-06
2001,"hybrid_chion",NA,211.080129688658,11.3641721708464,1235.47698805433,1.87581363416382e-06
2002,"hybrid_chion",NA,109.535694694003,5.81355104980824,547.522564098257,1.87581363416382e-06
2003,"hybrid_chion",NA,94.2149733240692,4.85876626010752,534.868444908935,1.87581363416382e-06
2004,"hybrid_chion",NA,115.419560754657,6.41219781970318,414.744112155142,1.87581363416382e-06
2005,"hybrid_chion",NA,179.550443728725,12.857874339452,337.134930559584,1.87581363416382e-06
2006,"hybrid_chion",NA,145.860243117133,7.73057742406865,421.220040449601,1.87581363416382e-06
2007,"hybrid_chion",NA,1925.25825043731,99.2876132018035,4582.53751264373,1.87581363416382e-06
2008,"hybrid_chion",NA,560.288018967248,28.933148887196,3863.38425643072,1.87581363416382e-06
2009,"hybrid_chion",NA,558.755545203211,29.6139846678601,3966.28722426788,1.87581363416382e-06
2010,"hybrid_chion",NA,643.085739956539,36.0624575661305,5655.44177049131,1.87581363416382e-06
2011,"hybrid_chion",NA,1083.18915914199,60.7422318061206,8800.41500305365,1.87581363416382e-06
2012,"hybrid_chion",NA,2928.76974380074,151.039766957801,16124.2035797666,1.87581363416382e-06
2013,"hybrid_chion",NA,1371.68460858293,76.920253268995,10466.287130219,1.87581363416382e-06
2014,"hybrid_chion",NA,2280.02720821436,126.473153979536,12611.5811561621,1.87581363416382e-06
2015,"hybrid_chion",NA,800.017968884774,43.0715195768895,6034.35199200711,1.87581363416382e-06
2016,"hybrid_chion",NA,922.733243318651,51.1840311132398,4949.13876249667,1.87581363416382e-06
2017,"hybrid_chion",NA,545.890215507018,32.1111891474717,4390.11805063218,1.87581363416382e-06
2018,"hybrid_chion",NA,627.087645663211,33.7612639429336,3517.05012609508,1.87581363416382e-06
2019,"hybrid_chion",NA,445.259457065865,23.59870402713,2998.58598646919,1.87581363416382e-06
2021,"hybrid_chion",NA,201.536787623929,10.3934662329033,1100.76548670394,1.87581363416382e-06
2022,"hybrid_chion",NA,148.75206686245,7.67130210934198,976.044615376064,1.87581363416382e-06
2023,"hybrid_chion",NA,426.24320116109,21.9818146875455,2453.1280984795,1.87581363416382e-06
1982,"infauna",NA,5225.04830259431,296.285307035995,8320.65726874583,1.87581363416382e-06
1983,"infauna",NA,320.066485401988,17.0354201140859,1883.41870652308,1.87581363416382e-06
1984,"infauna",NA,762.242434861601,40.4556279099461,5817.60470551908,1.87581363416382e-06
1985,"infauna",NA,1378.61138818206,72.8618759012359,5692.87292540201,1.87581363416382e-06
1986,"infauna",NA,293.440644495347,15.5961942918582,2566.52174549743,1.87581363416382e-06
1987,"infauna",NA,1962.00073869513,103.406518420158,10450.0708859512,1.87581363416382e-06
1988,"infauna",NA,2702.13367113945,139.911178035056,11866.8532234854,1.87581363416382e-06
1989,"infauna",NA,4379.31261053208,226.752211730867,12579.5459160777,1.87581363416382e-06
1990,"infauna",NA,14008.5155097059,727.285887547346,31498.518049903,1.87581363416382e-06
1991,"infauna",NA,1495.18837286631,77.5219058592472,5993.76541390784,1.87581363416382e-06
1992,"infauna",NA,2036.640822469,107.941747707577,8607.98087990509,1.87581363416382e-06
1993,"infauna",NA,1344.99111272486,69.4550424050717,7541.05495941915,1.87581363416382e-06
1994,"infauna",NA,2749.19166559311,141.778734696516,10776.0431865408,1.87581363416382e-06
1995,"infauna",NA,3046.66260785914,157.119627196407,13911.4142511063,1.87581363416382e-06
1996,"infauna",NA,9456.10623818414,488.31122640607,17259.8459438688,1.87581363416382e-06
1997,"infauna",NA,11312.0748490426,583.375716928613,26016.7309339889,1.87581363416382e-06
